request_id,study_id,provider,model,prompt_id,prompt_group,prompt_text,replicate
storytelling_2:anthropic:P01_baseline_exact:r0088,storytelling_2,anthropic,claude-sonnet-4-6,P01_baseline_exact,baseline,tell me a story please,88
storytelling_2:anthropic:P03_write_variant:r0088,storytelling_2,anthropic,claude-sonnet-4-6,P03_write_variant,baseline,write me a story,88
storytelling_2:gemini:P03_write_variant:r0088,storytelling_2,gemini,gemini-3.5-flash,P03_write_variant,baseline,write me a story,88
storytelling_2:openai:P03_write_variant:r0088,storytelling_2,openai,gpt-5.5,P03_write_variant,baseline,write me a story,88
storytelling_2:gemini:P08_suppression:r0088,storytelling_2,gemini,gemini-3.5-flash,P08_suppression,intervention_suppression,"tell me a story please, but not about lighthouses, lamps, lanterns, the sea, the ocean, ships, boats, storms, fog, islands, cliffs, or old caretakers.",88
storytelling_2:anthropic:P08_suppression:r0088,storytelling_2,anthropic,claude-sonnet-4-6,P08_suppression,intervention_suppression,"tell me a story please, but not about lighthouses, lamps, lanterns, the sea, the ocean, ships, boats, storms, fog, islands, cliffs, or old caretakers.",88
storytelling_2:openai:P08_suppression:r0088,storytelling_2,openai,gpt-5.5,P08_suppression,intervention_suppression,"tell me a story please, but not about lighthouses, lamps, lanterns, the sea, the ocean, ships, boats, storms, fog, islands, cliffs, or old caretakers.",88
storytelling_2:anthropic:P06_funny_variant:r0088,storytelling_2,anthropic,claude-sonnet-4-6,P06_funny_variant,mood,tell me a funny story please,88
storytelling_2:openai:P06_funny_variant:r0088,storytelling_2,openai,gpt-5.5,P06_funny_variant,mood,tell me a funny story please,88
storytelling_2:gemini:P06_funny_variant:r0088,storytelling_2,gemini,gemini-3.5-flash,P06_funny_variant,mood,tell me a funny story please,88
storytelling_2:openai:P04_short_variant:r0088,storytelling_2,openai,gpt-5.5,P04_short_variant,baseline,tell me a short story please,88
storytelling_2:anthropic:P04_short_variant:r0088,storytelling_2,anthropic,claude-sonnet-4-6,P04_short_variant,baseline,tell me a short story please,88
storytelling_2:gemini:P04_short_variant:r0088,storytelling_2,gemini,gemini-3.5-flash,P04_short_variant,baseline,tell me a short story please,88
storytelling_2:gemini:P02_baseline_no_please:r0088,storytelling_2,gemini,gemini-3.5-flash,P02_baseline_no_please,baseline,tell me a story,88
storytelling_2:openai:P02_baseline_no_please:r0088,storytelling_2,openai,gpt-5.5,P02_baseline_no_please,baseline,tell me a story,88
storytelling_2:anthropic:P02_baseline_no_please:r0088,storytelling_2,anthropic,claude-sonnet-4-6,P02_baseline_no_please,baseline,tell me a story,88
storytelling_2:gemini:P05_strange_variant:r0088,storytelling_2,gemini,gemini-3.5-flash,P05_strange_variant,mood,tell me a strange story please,88
storytelling_2:anthropic:P05_strange_variant:r0088,storytelling_2,anthropic,claude-sonnet-4-6,P05_strange_variant,mood,tell me a strange story please,88
storytelling_2:openai:P05_strange_variant:r0088,storytelling_2,openai,gpt-5.5,P05_strange_variant,mood,tell me a strange story please,88
storytelling_2:anthropic:P07_random_setting_genre:r0088,storytelling_2,anthropic,claude-sonnet-4-6,P07_random_setting_genre,intervention_randomization,tell me a story please. First choose a random setting and genre.,88
storytelling_2:openai:P07_random_setting_genre:r0088,storytelling_2,openai,gpt-5.5,P07_random_setting_genre,intervention_randomization,tell me a story please. First choose a random setting and genre.,88
storytelling_2:gemini:P07_random_setting_genre:r0088,storytelling_2,gemini,gemini-3.5-flash,P07_random_setting_genre,intervention_randomization,tell me a story please. First choose a random setting and genre.,88
storytelling_2:gemini:P01_baseline_exact:r0089,storytelling_2,gemini,gemini-3.5-flash,P01_baseline_exact,baseline,tell me a story please,89
storytelling_2:openai:P01_baseline_exact:r0089,storytelling_2,openai,gpt-5.5,P01_baseline_exact,baseline,tell me a story please,89
storytelling_2:anthropic:P01_baseline_exact:r0089,storytelling_2,anthropic,claude-sonnet-4-6,P01_baseline_exact,baseline,tell me a story please,89
storytelling_2:gemini:P02_baseline_no_please:r0089,storytelling_2,gemini,gemini-3.5-flash,P02_baseline_no_please,baseline,tell me a story,89
storytelling_2:openai:P02_baseline_no_please:r0089,storytelling_2,openai,gpt-5.5,P02_baseline_no_please,baseline,tell me a story,89
storytelling_2:anthropic:P02_baseline_no_please:r0089,storytelling_2,anthropic,claude-sonnet-4-6,P02_baseline_no_please,baseline,tell me a story,89
storytelling_2:anthropic:P03_write_variant:r0089,storytelling_2,anthropic,claude-sonnet-4-6,P03_write_variant,baseline,write me a story,89
storytelling_2:openai:P03_write_variant:r0089,storytelling_2,openai,gpt-5.5,P03_write_variant,baseline,write me a story,89
storytelling_2:gemini:P03_write_variant:r0089,storytelling_2,gemini,gemini-3.5-flash,P03_write_variant,baseline,write me a story,89
storytelling_2:openai:P06_funny_variant:r0089,storytelling_2,openai,gpt-5.5,P06_funny_variant,mood,tell me a funny story please,89
storytelling_2:anthropic:P06_funny_variant:r0089,storytelling_2,anthropic,claude-sonnet-4-6,P06_funny_variant,mood,tell me a funny story please,89
storytelling_2:gemini:P06_funny_variant:r0089,storytelling_2,gemini,gemini-3.5-flash,P06_funny_variant,mood,tell me a funny story please,89
storytelling_2:anthropic:P08_suppression:r0089,storytelling_2,anthropic,claude-sonnet-4-6,P08_suppression,intervention_suppression,"tell me a story please, but not about lighthouses, lamps, lanterns, the sea, the ocean, ships, boats, storms, fog, islands, cliffs, or old caretakers.",89
storytelling_2:gemini:P08_suppression:r0089,storytelling_2,gemini,gemini-3.5-flash,P08_suppression,intervention_suppression,"tell me a story please, but not about lighthouses, lamps, lanterns, the sea, the ocean, ships, boats, storms, fog, islands, cliffs, or old caretakers.",89
storytelling_2:openai:P08_suppression:r0089,storytelling_2,openai,gpt-5.5,P08_suppression,intervention_suppression,"tell me a story please, but not about lighthouses, lamps, lanterns, the sea, the ocean, ships, boats, storms, fog, islands, cliffs, or old caretakers.",89
storytelling_2:gemini:P07_random_setting_genre:r0089,storytelling_2,gemini,gemini-3.5-flash,P07_random_setting_genre,intervention_randomization,tell me a story please. First choose a random setting and genre.,89
storytelling_2:openai:P07_random_setting_genre:r0089,storytelling_2,openai,gpt-5.5,P07_random_setting_genre,intervention_randomization,tell me a story please. First choose a random setting and genre.,89
storytelling_2:anthropic:P07_random_setting_genre:r0089,storytelling_2,anthropic,claude-sonnet-4-6,P07_random_setting_genre,intervention_randomization,tell me a story please. First choose a random setting and genre.,89
storytelling_2:gemini:P05_strange_variant:r0089,storytelling_2,gemini,gemini-3.5-flash,P05_strange_variant,mood,tell me a strange story please,89
storytelling_2:anthropic:P05_strange_variant:r0089,storytelling_2,anthropic,claude-sonnet-4-6,P05_strange_variant,mood,tell me a strange story please,89
storytelling_2:openai:P05_strange_variant:r0089,storytelling_2,openai,gpt-5.5,P05_strange_variant,mood,tell me a strange story please,89
storytelling_2:openai:P04_short_variant:r0089,storytelling_2,openai,gpt-5.5,P04_short_variant,baseline,tell me a short story please,89
storytelling_2:anthropic:P04_short_variant:r0089,storytelling_2,anthropic,claude-sonnet-4-6,P04_short_variant,baseline,tell me a short story please,89
storytelling_2:gemini:P04_short_variant:r0089,storytelling_2,gemini,gemini-3.5-flash,P04_short_variant,baseline,tell me a short story please,89
storytelling_2:gemini:P01_baseline_exact:r0090,storytelling_2,gemini,gemini-3.5-flash,P01_baseline_exact,baseline,tell me a story please,90
storytelling_2:openai:P01_baseline_exact:r0090,storytelling_2,openai,gpt-5.5,P01_baseline_exact,baseline,tell me a story please,90
storytelling_2:anthropic:P01_baseline_exact:r0090,storytelling_2,anthropic,claude-sonnet-4-6,P01_baseline_exact,baseline,tell me a story please,90
storytelling_2:openai:P08_suppression:r0090,storytelling_2,openai,gpt-5.5,P08_suppression,intervention_suppression,"tell me a story please, but not about lighthouses, lamps, lanterns, the sea, the ocean, ships, boats, storms, fog, islands, cliffs, or old caretakers.",90
storytelling_2:gemini:P08_suppression:r0090,storytelling_2,gemini,gemini-3.5-flash,P08_suppression,intervention_suppression,"tell me a story please, but not about lighthouses, lamps, lanterns, the sea, the ocean, ships, boats, storms, fog, islands, cliffs, or old caretakers.",90
storytelling_2:anthropic:P08_suppression:r0090,storytelling_2,anthropic,claude-sonnet-4-6,P08_suppression,intervention_suppression,"tell me a story please, but not about lighthouses, lamps, lanterns, the sea, the ocean, ships, boats, storms, fog, islands, cliffs, or old caretakers.",90
storytelling_2:gemini:P07_random_setting_genre:r0090,storytelling_2,gemini,gemini-3.5-flash,P07_random_setting_genre,intervention_randomization,tell me a story please. First choose a random setting and genre.,90
storytelling_2:openai:P07_random_setting_genre:r0090,storytelling_2,openai,gpt-5.5,P07_random_setting_genre,intervention_randomization,tell me a story please. First choose a random setting and genre.,90
storytelling_2:anthropic:P07_random_setting_genre:r0090,storytelling_2,anthropic,claude-sonnet-4-6,P07_random_setting_genre,intervention_randomization,tell me a story please. First choose a random setting and genre.,90
storytelling_2:openai:P04_short_variant:r0090,storytelling_2,openai,gpt-5.5,P04_short_variant,baseline,tell me a short story please,90
storytelling_2:anthropic:P04_short_variant:r0090,storytelling_2,anthropic,claude-sonnet-4-6,P04_short_variant,baseline,tell me a short story please,90
storytelling_2:gemini:P04_short_variant:r0090,storytelling_2,gemini,gemini-3.5-flash,P04_short_variant,baseline,tell me a short story please,90
storytelling_2:gemini:P06_funny_variant:r0090,storytelling_2,gemini,gemini-3.5-flash,P06_funny_variant,mood,tell me a funny story please,90
storytelling_2:anthropic:P06_funny_variant:r0090,storytelling_2,anthropic,claude-sonnet-4-6,P06_funny_variant,mood,tell me a funny story please,90
storytelling_2:openai:P06_funny_variant:r0090,storytelling_2,openai,gpt-5.5,P06_funny_variant,mood,tell me a funny story please,90
storytelling_2:gemini:P02_baseline_no_please:r0090,storytelling_2,gemini,gemini-3.5-flash,P02_baseline_no_please,baseline,tell me a story,90
storytelling_2:openai:P02_baseline_no_please:r0090,storytelling_2,openai,gpt-5.5,P02_baseline_no_please,baseline,tell me a story,90
storytelling_2:anthropic:P02_baseline_no_please:r0090,storytelling_2,anthropic,claude-sonnet-4-6,P02_baseline_no_please,baseline,tell me a story,90
storytelling_2:anthropic:P05_strange_variant:r0090,storytelling_2,anthropic,claude-sonnet-4-6,P05_strange_variant,mood,tell me a strange story please,90
storytelling_2:gemini:P05_strange_variant:r0090,storytelling_2,gemini,gemini-3.5-flash,P05_strange_variant,mood,tell me a strange story please,90
storytelling_2:openai:P05_strange_variant:r0090,storytelling_2,openai,gpt-5.5,P05_strange_variant,mood,tell me a strange story please,90
storytelling_2:gemini:P03_write_variant:r0090,storytelling_2,gemini,gemini-3.5-flash,P03_write_variant,baseline,write me a story,90
storytelling_2:anthropic:P03_write_variant:r0090,storytelling_2,anthropic,claude-sonnet-4-6,P03_write_variant,baseline,write me a story,90
storytelling_2:openai:P03_write_variant:r0090,storytelling_2,openai,gpt-5.5,P03_write_variant,baseline,write me a story,90
storytelling_2:openai:P01_baseline_exact:r0091,storytelling_2,openai,gpt-5.5,P01_baseline_exact,baseline,tell me a story please,91
storytelling_2:anthropic:P01_baseline_exact:r0091,storytelling_2,anthropic,claude-sonnet-4-6,P01_baseline_exact,baseline,tell me a story please,91
storytelling_2:gemini:P01_baseline_exact:r0091,storytelling_2,gemini,gemini-3.5-flash,P01_baseline_exact,baseline,tell me a story please,91
storytelling_2:gemini:P08_suppression:r0091,storytelling_2,gemini,gemini-3.5-flash,P08_suppression,intervention_suppression,"tell me a story please, but not about lighthouses, lamps, lanterns, the sea, the ocean, ships, boats, storms, fog, islands, cliffs, or old caretakers.",91
storytelling_2:anthropic:P08_suppression:r0091,storytelling_2,anthropic,claude-sonnet-4-6,P08_suppression,intervention_suppression,"tell me a story please, but not about lighthouses, lamps, lanterns, the sea, the ocean, ships, boats, storms, fog, islands, cliffs, or old caretakers.",91
storytelling_2:openai:P08_suppression:r0091,storytelling_2,openai,gpt-5.5,P08_suppression,intervention_suppression,"tell me a story please, but not about lighthouses, lamps, lanterns, the sea, the ocean, ships, boats, storms, fog, islands, cliffs, or old caretakers.",91
storytelling_2:openai:P07_random_setting_genre:r0091,storytelling_2,openai,gpt-5.5,P07_random_setting_genre,intervention_randomization,tell me a story please. First choose a random setting and genre.,91
storytelling_2:gemini:P07_random_setting_genre:r0091,storytelling_2,gemini,gemini-3.5-flash,P07_random_setting_genre,intervention_randomization,tell me a story please. First choose a random setting and genre.,91
storytelling_2:anthropic:P07_random_setting_genre:r0091,storytelling_2,anthropic,claude-sonnet-4-6,P07_random_setting_genre,intervention_randomization,tell me a story please. First choose a random setting and genre.,91
storytelling_2:gemini:P05_strange_variant:r0091,storytelling_2,gemini,gemini-3.5-flash,P05_strange_variant,mood,tell me a strange story please,91
storytelling_2:anthropic:P05_strange_variant:r0091,storytelling_2,anthropic,claude-sonnet-4-6,P05_strange_variant,mood,tell me a strange story please,91
storytelling_2:openai:P05_strange_variant:r0091,storytelling_2,openai,gpt-5.5,P05_strange_variant,mood,tell me a strange story please,91
storytelling_2:openai:P03_write_variant:r0091,storytelling_2,openai,gpt-5.5,P03_write_variant,baseline,write me a story,91
storytelling_2:anthropic:P03_write_variant:r0091,storytelling_2,anthropic,claude-sonnet-4-6,P03_write_variant,baseline,write me a story,91
storytelling_2:gemini:P03_write_variant:r0091,storytelling_2,gemini,gemini-3.5-flash,P03_write_variant,baseline,write me a story,91
storytelling_2:gemini:P06_funny_variant:r0091,storytelling_2,gemini,gemini-3.5-flash,P06_funny_variant,mood,tell me a funny story please,91
storytelling_2:openai:P06_funny_variant:r0091,storytelling_2,openai,gpt-5.5,P06_funny_variant,mood,tell me a funny story please,91
